URL,Project,City,Text,Username,Date,Likes,Dislikes,Total Votes
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"1-B EntwicklungsflächeUm eine echte „Begegnungsfläche“ mit Verkehrsberuhigung zu erreichen, ist die Orientierung und Gestaltung der Tiefgarageneinfahrt falsch orientiert. Diese hängt an der bisherigen Flächenaufteilung und läuft der Verkehrsberuhigung entgegen. Besser ist eine Orientierung nach Osten und Zufahrt über das Gelände des Justizzentrums. Damit wird der Verkehr über vorhandene, nicht-verkehrsberuhigte Flächen geführt.Warum 24 Extra-Fahrradparkplätze „überdacht“ separiert von den 200 in 1-A erstellt werden sollen, erschließt sich nicht. Dies ist als Erweiterung unbequem, da sie wenig Entlastung der 200-Stellfläche erreichen (10%) und die Wege bis zum Abstellen deutlich verlängern. Besser ist, eine einzige, größere Anlage zu schaffen.",JenS,10. November 2024 17:40:06,5,0,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Zweifeln sie etwa in der Genialität der Stadtverwaltung Jenas?,Klaus.kleiner77,14. November 2024 10:04:31,4,1,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Ist denn überhaupt der Bedarf für eine solche Fahrradanlage vorhanden?,klaus.kleiner77,14. November 2024 06:44:23,4,4,8
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Sehr geehrter Herr Klaus Kleiner,wir sind beeindruckt wieviel Zeit Sie auf die Beteiligungsmöglichkeit hier verwenden können. Das Thema scheint Sie sachlich wie auch emotional sehr zu bewegen. Wir bitten Sie, sich bei künftigen Beiträgen auf die konkreten Punkte der Rahmenplanung zu beziehen und im Sinne unserer Netiquette weiterhin höflich und sachlich zu bleiben, ohne ebenfalls kommentierende oder andere Mitmenschen zu provozieren. Hier geht es nicht darum, welche Meinung oder welcher Hinweis besser oder schlechter, richtig oder falsch ist, oder ob man an dieses oder jenes glaubt. Hier geht es für die Stadtverwaltung Jena darum, die Meinungen aller interessierten Menschen zum Thema Rahmenplanung Westbahnhof und Umfeld einzuholen. Wir haben den Eindruck, Ihre Kommentierungen anderer Kommentare, hemmt dieses Anliegen.Vielen Dank für Ihr Verständnis und ebenso für Ihr Engagement.","Administrator*in
                  #2",14. November 2024 18:32:29,6,1,7
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Ich denke, es ist sinnvoll ausreichend Fahrradstellplätze zu errichten und eine gute ÖPNV-Anbindung zu gewährleisten, um das PKW-Verkehrsaufkommen zu reduzieren. Sollte die Bahnstrecke einmal elektrifiziert sein, ist es aus meiner Sicht notwendig (transparente) Lärmschutzwände zu errichten.Am Bahnhof sollte auf jeden Fall ein Multifunktionsgebäude mit Hotel, Gastronomie und Lebensmittelmarkt errichtet werden, weil auch vor dem Hintergrund des geplanten Tagungszentrums mit zahlreichen auswärtigen und ausländischen Gästen zu rechnen ist. Ggf. kann hier auch ein Gebäudeensemble als eine Art Zeiss-Stadt als Pendant zur ICE City Erfurt entwickelt werden. Diese Zeiss-Stadt könnte zur Heimstätte für mit Zeiss kooperierende Forschungseinrichtungen und Zulieferer werden.",Sebastian 1,06. November 2024 22:38:31,6,1,7
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Welche ICE City in Erfurt meinen konkret, meinen sie das eine Hotel was bis jetzt zusätzlich gebaut wurde?",klaus.kleiner77,14. November 2024 07:07:52,2,1,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Vielleicht können Sie in 100 bis 300 Jahren damit rechnen!,Klaus.Kleiner,13. November 2024 05:54:32,2,3,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Ganz allgemein: Bitte auch immer Lastenräder mitdenken:  Abstell- bzw. Parkmöglichkeiten,Mi Da,10. November 2024 09:54:47,5,1,6
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Also ich würde ja mindestens 100 Stellplätze für Lastenfahrräder vorsehen, außerdem hat noch niemand an Stellplätze für Tandems gedacht, dazu müssten auch mindestens 100 weitere Stellplätze vorgesehen werden!",klaus.kleiner77,14. November 2024 06:47:18,3,5,8
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Der Umbau des Bahnhofs - Bahnsteigverlängerung nach Norden - muss funktionell fixiert sein,sonst kann man über das Umfeld schlecht richten.Es bedarf einer Fachplanung, die mit Land und DB vertraglich fixiert ist.Dabei ist wichtig, dass in der Bauzeit der Bahnbrücken über den Magdelstieg keineunzumutbaren Verkehrsverhältnisse entstehen. Es gibt keine Umleitungen!",peters,12. November 2024 17:36:57,3,0,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Sie trauen das der Stadtverwaltung Jena ernsthaft zu? Scheitert sie doch schon seit Jahrzehnten an einer Verlängerung der Bahnhofsunterführung am Bahnhof Jena Göschwitz!,Klaus.kleiner77,14. November 2024 10:00:19,3,2,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Zur Führung der Radwege an Straßenbahnhaltestellen bitte unbedingt mal Beispiele in Dresden angucken, z.B. S-Bahn-Haltepunkt Strehlen. Es gibt keinen Grund, den Radweg hinter die Haltestelle zu führen und damit Konflikte zu provozieren.",Johannes*,11. November 2024 22:25:26,3,0,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Natürlich wird es zu Konflikten zwischen Fahrradfahren und Fußgängern in der Unterführung kommen, dies ist ja heute schon so! Und Verbotsschilder für Fahrradfahrer zeigen auch keine Wirkung, siehe das Beispiel des Haltestellenbereiches in der Unterführung des Erfurter Hauptbahnhofes! Aber warum glauben Sie ernsthaft, dass man bei der Stadtverwaltung Jenas über den eigenen Tellerrand schaut?",klaus.kleiner77,14. November 2024 06:34:03,5,5,10
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"1-E EngelplatzDie Verkehrsberuhigung ist nur zu erreichen, wenn die Begegnungsfläche auf Hochbordniveau realisiert wird und einbiegender KfZ-Verkehr verlangsamt wird. Zusätzlich ist die realisierbare Verkehrsgeschwindigkeit durch gestalterische Maßnahmen, wie z.B. versetzte Blumenkübel, die eine Geradeausfahrt durch den Bereich verhindern, zu realisieren. Ansonsten herrscht die Gewalt des Stärkeren (also des KfZ-Verkehrs). Eine Begegnungsfläche wird dieser Bereich nur, wenn er als Verkehrsberuhigter Bereich deklariert wird und das Verkehrsaufkommen von KfZ-Verkehr entsprechend reduziert wird.",JenS,10. November 2024 17:40:23,3,0,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Amen.,r_luen,11. November 2024 17:19:21,0,0,0
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"1-C Bahnhofsvorplatz WestseiteIn Verbindung mit der Zufahrt zum neuen Zeiss-Werk ist hier zu Stoßzeiten mit massiver Konfliktentwicklung zwischen allen Verkehrsarten zu rechnen. Hier werden alle Verkehrsarten gekreuzt: KfZ, Rad, Fußverkehr.Um das Konfliktpotential zu entschärfen, könnte die KfZ-Zufahrt ab Schottstraße auf selbem Niveau oder leicht tiefer zu Zeiss geführt werden. Dadurch kann ein Niveau-gleicher Übergang vom Bahnhof zur Treppe am Zeiss-Werk realisiert werden, ohne dass Fußgänger und Autoverkehr in Konflikt kommen. Dies erhöht die Aufenthaltsqualität auch signifikant.Um den Radverkehr entsprechend zu verlangsamen, könnte eine Art Inselversatzlösung günstig sein, sodass die realisierbaren Maximalgeschwindigkeiten im Begegnungsverkehr reduziert sind.",JenS,10. November 2024 17:40:15,3,0,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Wäre nicht die Untertunnelung der Stadt Jena die Lösung und den Eisenbahnverkehr in einem S-Bahn Tunnel fahren zu lassen und die ursprüngliche Straßenbahn als U-Bahn, dies funktioniert z.B in Nürnberg sogar fahrerlos!",klaus.Kleiner77,14. November 2024 11:45:39,4,1,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Den übrigen Verkehr braucht man doch nicht zu betrachten ziehe auch die Straßenbahn! Außerdem ist es doch nur der Rahmenplan!,klaus.kleiner77,14. November 2024 06:42:42,5,2,7
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Definitiv eine konfliktträchtige Stelle! Bei Fuß & Rad schon heute, wenn volle Züge aus Erfurt ankommen. Weg von der Otto-Schott-Straße zum Bahnhof eigentlich zu schmal. Sollte viel PKW-Verkehr zu Zeiss rollen, müsste der Fußweg verbreitert werden, der ist aktuell ungenügend, es wird auf die Fahrbahn ausgewichen. PKW Tempo 30 und Rad am Bahnsteigende baulich verlangsamen, sonst wird es für Fußgänger ungemütlich.",Christoph.Nonnast,17. November 2024 22:54:13,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Sie glauben ernsthaft daran, dass sich die Mehrzahl der Fahrradfahrer daran halten wird?",Klaus kleiner 77,18. November 2024 00:17:15,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Das ist doch nur ein Rahmenplan!,Klaus kleiner 77,18. November 2024 00:16:08,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"1-A Bahnhofsumfeld Ostseite:Um die Situation „Gewalt-des-Stärkeren“ zu vermeiden, ist die Gestaltung des „Begegnungsbereichs“ so umzusetzen, dass hohe Geschwindigkeiten des KfZ-Verkehrs ausgeschlossen werden, flankiert von der Festlegung als „Verkehrsberuhigter Bereich“. Dies beginnt schon an der Eisenbahnbrücke, wo über eine kurze, steile Schwelle das schnelle Einbiegen in den verkehrsberuhigten Bereich verlangsamt werden soll. Dabei soll der Fußweg von der Bahnbrücke über die Straße nach Süden ohne Niveau-Unterschied weitergeführt werden, damit eine Schwelle für den KfZ-Verkehr entsteht.Im weiteren Verlauf zum Bahnhofsvorplatz sollte die Straße über Inselversatzlösungen so gestaltet werden, dass Begegnungsverkehr ein- und ausfahrend möglich ist, dieser jedoch verlangsamt wird (siehehttps://www.stvo2go.de/verkehrsberuhigter-bereich-voraussetzungen/Abschnitt: Inselversatz)Diese Infrastrukturänderung böte auch eine Gestaltungsmöglichkeit für mehr Aufenthaltsqualität durch Begrünung. Die freigewordenen Flächen sind für Radverkehr und Fußverkehr nutzbar zu machen und nicht zum Abstellen von KfZ, da dies der Aufenthaltsqualität und Begrünung entgegenstehen würde.Mit dieser Lösung würde auch der Böschungsbereich erhalten werden können, da die Verkehrsfläche für KfZ reduziert wird (wir wollen ja schließlich eine Verkehrsberuhigung, nicht?!).Eine Etablierung von 4 Bushaltestellen erschließt sich nicht, da bisher i.d.R. 1 Bus gleichzeitig an der bereits vorhandenen Haltestelle steht und dort auch nur 2 Buslinien enden.Die 200 Fahrradparkplätze sollen überdacht ausgeführt sein, damit sie auch gern genutzt werden. Außerdem ist eine Zugangsbeschränkung günstig, damit Fahrraddiebe mehr abgeschreckt werden. Diesbezüglich sind die Festschließanlagen zum Anschließen der Räder auch so zu dimensionieren, dass sie nicht einfach durch einen größeren Bolzenschneider durchtrennt werden können. Sie sollten die DIN 79008 einhalten, Hinweise können beim ADFC gewonnen werden:https://www.adfc-bayern.de/fileadmin/user_upload/images/01_Menue_links/Service_Dienstleistungen/Abstellanlagen/ADFC_BY_Hinweise_Planung_Abstellanlagen_2018_12_web.pdf",JenS,10. November 2024 17:39:52,3,0,3
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Warum muss denn der Böschungsbereich erhalten werden, es sind doch nur ein paar Bäume! Und die Bäume müssen doch sowieso für die geplante Bahnsteigverlängerung weichen, also warum nicht gleich Tatsachen schaffen, so gewöhnen sich die Menschen schneller an das betonierte Bahnhofsumfeld! Sowie im übrigen, wenn man sich die bisherigen Projekte des Planungsbüros BahnStadt ansieht bisher geplant hat!",Klaus.kleiner77,14. November 2024 10:08:42,4,1,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"An den werten Herrn Klaus Kleiner,leider machen Ihre zahlreichen teilweise unnützen und sehr provozierenden Kommentierungen das aktive Mitverfolgen der Debatte hier unmöglich. Dadurch fällt es schwer, in der Masse an Kommentaren die sinnvollen Beiträge von den Ihren zu unterscheiden. Der Fakt, dass Sie sich offensichtlich mehrere Konten erstellt haben, um diese Kommentarsektion mit Spam zu fluten, deutet ebenfalls darauf hin, dass Sie keine seriösen Absichten verfolgen, sondern lediglich Ihren angestauten Frust mit der Politik hier entladen wollen.",r_luen,15. November 2024 15:47:52,4,1,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Sie wissen aber schon, dass die Rahmenplanung mit der Veröffentlichung des Rahmenplanes abgeschlossen ist?",Klaus.kleiner.77,17. November 2024 09:51:21,3,1,4
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"@AdministratorBei der Umsetzung des Rahmenplanes wird es zur maximal möglichen Flächenversiegelung und zur maximal möglichen Umweltzerstörung kommen! Und wenn man die Vielzahl der Mängel im Rahmenplan nicht sieht, so sollte man externe Hilfe in Anspruch nehmen!",klaus.kleiner.77,15. November 2024 05:26:40,4,1,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Sicher ist die Umgestaltung des Hohen Trottoirs eine sinnvolle Maßnahmen. Bei der Planung I_D fragt man sich allerdings ob der Planer auch schon mal vor Ort war.Hier ist eine Einbindung der Eigentümer und Nutzer zwingend nötig, was bisher nicht passiert ist.Bei dieser Planung kommt man vermutlich nicht mehr ins Ärztehaus oder es wird eine sehr teuere Angelegenheit.",TW,11. November 2024 10:09:25,2,0,2
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Warum sollten denn die Planer vor Ort gewesen sein? Es handelt sich doch hier nur um einen langfristigen Rahmenplan!,Klaus.kleiner77,14. November 2024 10:03:06,3,2,5
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Auch diese Planung wird an Jena vorübergehen, wollte der vorhergehende Stadtentwicklungsdezernent Dennis Peisker noch den Neubau eines zentralen Hauptbahnhofes, will jetzt der scheidende Dezernent Christian Gerlitz den Umbau des Bahnhofes Jena West und eine Straßenbahn, mal sehen was der zukünftige Dezernent Dirk Lange haben will?! Was alle drei Dezernenten aber gemeinsam haben, sie kommen aus artfremdem Berufen!",Klaus.kleiner.77,17. November 2024 09:30:30,3,1,4
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Wenn man bedenkt, dass der Rahmenplan die Grundlage aller weiteren Planung darstellt, frage ich mich: ist dieser Rahmenplan bei so viel unbekannten überhaupt seriös und konnte dieser seriös erstellt werden? War das Planungsbüro für eine Bestandsaufnahme überhaupt vor Ort? Ich finde es seltsam, dass die Straßenbahn Bestandteil der Rahmenplanung ist denn über ihren Bau wurde nicht entschieden und noch besser es existiert nicht einmal eine Machbarkeitsuntersuchung und auch keine Aufstellung der Baukosten! Kann man da den Auftraggeber und den Auftragnehmer des Rahmenplanes für seriös halten?",Klaus.kleiner.77,17. November 2024 09:23:57,3,1,4
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,@Daniel SchaeferIch hätte eine völlig geniale Idee die gesamte Stadt Jena zu untertunneln und den Eisenbahnverkehr und den Straßenbahnverkehr durch diese Tunnel zu führen!,klaus.Kleiner77,14. November 2024 11:39:03,4,2,6
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Sind Ihnen Ihre Beiträge hier eigentlich nicht peinlich?,DanielSchaefer,14. November 2024 17:32:12,2,0,2
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,Eine U-Bahn in Jena würde doch die herausragende Bedeutung der Stadt Jena unterstreichen!,Klaus.kleiner77,14. November 2024 10:57:19,4,2,6
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Wenigstens braucht man sich in Jena nicht um den tatsächlichen Bedarf, die Baukosten und deren Finanzierung, die Machbarkeit, Umweltverträglichkeit und andere Belanglosigkeiten zu kümmern, handelt es sich doch hierbei nur um die Rahmenplanung für die nächsten 30 Jahre für dieses Gebiet!",klaus.kleiner77,14. November 2024 07:13:41,5,3,8
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Ich frage mich: aus welchen konkreten Gründen hat der Dezernent Christian Gerlitz das Planungsbüro RadStadt mit der doch sehr langfristigen Rahmenplanung beauftragt, geschah dies mit Wissen des Oberbürgermeisters Thomas Nitzsche?",klaus.kleiner77,14. November 2024 06:38:41,5,3,8
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,@KSSie glauben irgendetwas was in den Rahmenplan steht? In dem Plan existiert ja auch schon die Straßenbahn!,Klaus kleiner 77,17. November 2024 23:43:51,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"@Christoph NonnastWenn sie sich die Karte ansehen und dies mit dem heutigen Baumbestand vergleichen, dann werden Bäume für Fahrräder gefällt! Die Ostseite wird sehr viel weniger grün sein!",Klaus kleiner 77,17. November 2024 23:39:54,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Zu I-D: die Herstellung von Barrierefreiheit am Trottoir Nähe Ärztehaus wäre ganz wunderbar, das nutzt noch viel mehr Menschen als nur den BahnhofsnutzerInnen. Bitte unbedingt umsetzen! Dabei bitte so viele und qualitativ hochwertige Radstellplätze wie möglich am Ärztehaus herstellen (Felgenklemmer alle ersetzen). Derzeit wird dort zur Hauptgeschäftszeit vormittags oft ""wild"" abgestellt, weil die vorhandenen Anlagen nicht ausreichen. Das könnte sogar dem Westbahnhof nutzen! Ich wurde vor kurzem darauf hingewiesen, dass es Menschen gibt, die zwar mit Ziel Westbahnhof mit dem Rad z.B. aus dem Mühltal in die Innenstadt fahren, aber sich nicht mehr mit den Rad die Westbahnhofstraße hinauf quälen wollen, gerade Senioren. Die suchen dann Fahrradstellplätze am Fuße der Anhöhe. Derzeit müssten sie wohl an der Abbebücherei abstellen. Das E-Bike wird das Problem nicht lösen, denn nicht jeder hat dafür das Geld und eine geeignete Unterbringungsmöglichkeit zuhause.",Christoph.Nonnast,17. November 2024 22:23:17,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Und was ist jetzt ihre konkrete Lösung? Wenn die Busanbindung vertaktet wäre, dann würden mehr Menschen den Bus nutzen!",Klaus kleiner 77,17. November 2024 23:42:05,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Das Parkhaus von Zeiss sollte auf die westliche Seite der Zufahrtsstr. zu Zeiss gelegt werden. Das ist viel praktischer für die Mitarbeitenden, die mit dem Fahrrad zu Zeiss fahren und es führt zu weniger Konflikten mit dem PKW Verkehr.",Mi Da,10. November 2024 09:48:07,1,0,1
https://mitmachen.jena.de/stufe-1-kurzfristige-entwickelbarkeit,Stufe I - Kurzfristige Entwickelbarkeit,Jena,"Planen Sie jetzt auch noch für das Gelände des Zeiss-Werk, schließt der Rahmenplan dies nicht ausdrücklich aus?",klaus.kleiner77,14. November 2024 06:49:43,4,3,7
